"Neighborhood","TotalUnits","LandSqFt","GrossSqFt","YearBuilt","TaxClass","SalePrice"
"FINANCIAL                ",1,0,0,1956,"Class 2",1515000
"HARLEM-CENTRAL           ",3,900,2160,1899,"Class 1",1515000
"HARLEM-EAST              ",3,1766,3330,1900,"Class 1",1515000
"MIDTOWN WEST             ",1,0,0,1989,"Class 2",1515000
"TRIBECA                  ",1,0,0,2005,"Class 2",1515000
"UPPER EAST SIDE (79-96)  ",1,0,0,1962,"Class 2",1515000
"UPPER WEST SIDE (59-79)  ",0,0,0,1964,"Class 2",1515000
"CIVIC CENTER             ",1,0,0,1924,"Class 2",1515156
"CHINATOWN                ",1,0,0,2007,"Class 2",1519679
"CHINATOWN                ",1,0,0,1911,"Class 4",1520000
"CIVIC CENTER             ",0,0,0,1915,"Class 2",1520000
"FINANCIAL                ",1,0,0,1967,"Class 2",1520000
"GRAMERCY                 ",0,0,0,1965,"Class 2",1520000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",1520000
"GRAMERCY                 ",1,0,0,0,"Class 2",1522283
"CIVIC CENTER             ",1,0,0,1924,"Class 2",1522284
"CHELSEA                  ",1,0,0,2006,"Class 2",1525000
"CHELSEA                  ",0,0,0,0,"Class 2",1525000
"CLINTON                  ",1,0,0,2005,"Class 2",1525000
"FLATIRON                 ",0,0,0,1965,"Class 2",1525000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1964,"Class 2",1525000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1965,"Class 2",1525000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1954,"Class 2",1525000
"HARLEM-UPPER             ",2,1665,6660,1910,"Class 1",1525000
"MIDTOWN EAST             ",0,0,0,1956,"Class 2",1525000
"SOHO                     ",1,0,0,2008,"Class 2",1525000
"UPPER EAST SIDE (59-79)  ",0,0,0,1963,"Class 2",1525000
"UPPER WEST SIDE (59-79)  ",0,0,0,1926,"Class 2",1525000
"UPPER WEST SIDE (59-79)  ",1,0,0,1970,"Class 2",1525000
"UPPER WEST SIDE (59-79)  ",1,0,0,2005,"Class 2",1525000
"UPPER WEST SIDE (59-79)  ",1,0,0,2005,"Class 2",1525000
"UPPER WEST SIDE (96-116) ",0,0,0,1924,"Class 2",1525000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",1525569
"UPPER WEST SIDE (79-96)  ",0,0,0,1901,"Class 2",1526120
"MIDTOWN EAST             ",1,0,0,1972,"Class 2",1526356
"UPPER EAST SIDE (79-96)  ",0,0,0,1963,"Class 2",1527371
"FINANCIAL                ",1,0,0,2007,"Class 2",1527375
"GRAMERCY                 ",1,0,0,0,"Class 2",1527375
"GRAMERCY                 ",1,0,0,0,"Class 2",1527375
"GREENWICH VILLAGE-WEST   ",1,0,0,1920,"Class 2",1527375
"MIDTOWN EAST             ",1,0,0,1972,"Class 2",1527375
"MIDTOWN EAST             ",1,0,0,1972,"Class 2",1527375
"MIDTOWN EAST             ",1,0,0,1972,"Class 2",1527375
"MIDTOWN WEST             ",0,0,0,1935,"Class 2",1527375
"SOUTHBRIDGE              ",1,0,0,1900,"Class 2",1527375
"UPPER EAST SIDE (79-96)  ",1,0,0,0,"Class 2",1528800
"CLINTON                  ",1,0,0,2006,"Class 2",1530000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1908,"Class 2",1530000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1960,"Class 2",1530000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1929,"Class 2",1530000
"HARLEM-UPPER             ",11,1665,2595,1910,"Class 2",1530000
"UPPER EAST SIDE (79-96)  ",1,0,0,1988,"Class 2",1530000
"UPPER WEST SIDE (59-79)  ",1,0,0,2007,"Class 2",1530000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",1532500
"MIDTOWN EAST             ",0,0,0,1969,"Class 2",1534500
"MANHATTAN VALLEY         ",1,0,0,2012,"Class 2",1534502
"GREENWICH VILLAGE-CENTRAL",0,0,0,1960,"Class 2",1535000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1923,"Class 2",1535000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1924,"Class 2",1535000
"MIDTOWN EAST             ",0,0,0,1956,"Class 2",1535000
"MIDTOWN EAST             ",0,0,0,1960,"Class 2",1535000
"MIDTOWN WEST             ",1,0,0,1930,"Class 2",1535000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",1535000
"MIDTOWN CBD              ",1,0,0,1937,"Class 2",1536000
"UPPER WEST SIDE (79-96)  ",0,0,0,1926,"Class 2",1537500
"SOUTHBRIDGE              ",1,0,0,1900,"Class 2",1537557
"CIVIC CENTER             ",1,0,0,1924,"Class 2",1538830
"FINANCIAL                ",1,0,0,1928,"Class 2",1540000
"GRAMERCY                 ",0,0,0,1962,"Class 2",1540000
"UPPER EAST SIDE (79-96)  ",0,0,0,1961,"Class 2",1540000
"UPPER EAST SIDE (79-96)  ",0,0,0,1958,"Class 2",1540000
"UPPER EAST SIDE (79-96)  ",0,0,0,1960,"Class 2",1540000
"GREENWICH VILLAGE-WEST   ",0,0,0,1961,"Class 2",1540642
"HARLEM-CENTRAL           ",6,2018,5520,1910,"Class 2",1542500
"CLINTON                  ",1,0,0,0,"Class 2",1545000
"GRAMERCY                 ",1,0,0,0,"Class 2",1545000
"MIDTOWN EAST             ",1,0,0,0,"Class 2",1545000
"UPPER EAST SIDE (59-79)  ",0,0,0,1960,"Class 2",1545000
"UPPER EAST SIDE (59-79)  ",0,0,0,1963,"Class 2",1545000
"UPPER WEST SIDE (79-96)  ",0,0,0,1927,"Class 2",1545000
"FINANCIAL                ",1,0,0,2007,"Class 2",1545375
"UPPER WEST SIDE (79-96)  ",1,0,0,2008,"Class 4",1545375
"HARLEM-CENTRAL           ",3,1649,3036,1910,"Class 1",1549000
"GRAMERCY                 ",0,0,0,1900,"Class 2",1549700
"CHELSEA                  ",0,0,0,1900,"Class 2",1550000
"CHELSEA                  ",0,0,0,1910,"Class 2",1550000
"CHELSEA                  ",1,0,0,2006,"Class 2",1550000
"CLINTON                  ",1,0,0,1988,"Class 2",1550000
"FLATIRON                 ",1,0,0,1900,"Class 2",1550000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1964,"Class 2",1550000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1960,"Class 2",1550000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1960,"Class 2",1550000
"GREENWICH VILLAGE-CENTRAL",1,0,0,1921,"Class 2",1550000
"GREENWICH VILLAGE-WEST   ",1,0,0,1910,"Class 2",1550000
"HARLEM-CENTRAL           ",2,1666,3068,2001,"Class 1",1550000
"HARLEM-CENTRAL           ",1,0,0,1890,"Class 1",1550000
"HARLEM-CENTRAL           ",6,1599,2400,1910,"Class 2",1550000
"INWOOD                   ",10,2500,9050,1911,"Class 2",1550000
"MIDTOWN EAST             ",1,0,0,1984,"Class 2",1550000
"MIDTOWN EAST             ",1,0,0,0,"Class 2",1550000
"MIDTOWN EAST             ",0,0,0,1960,"Class 2",1550000
"MIDTOWN WEST             ",1,0,0,1950,"Class 2",1550000
"MIDTOWN WEST             ",1,0,0,2004,"Class 2",1550000
"MIDTOWN WEST             ",1,0,0,2004,"Class 2",1550000
"MIDTOWN WEST             ",1,0,0,0,"Class 2",1550000
"MURRAY HILL              ",1,0,0,1964,"Class 2",1550000
"TRIBECA                  ",1,0,0,2005,"Class 2",1550000
"TRIBECA                  ",1,0,0,2006,"Class 2",1550000
"TRIBECA                  ",1,0,0,1915,"Class 2",1550000
"UPPER EAST SIDE (59-79)  ",0,0,0,1923,"Class 2",1550000
"UPPER EAST SIDE (59-79)  ",0,0,0,1960,"Class 2",1550000
"UPPER EAST SIDE (79-96)  ",0,0,0,1973,"Class 2",1550000
"UPPER EAST SIDE (79-96)  ",0,0,0,1961,"Class 2",1550000
"UPPER EAST SIDE (79-96)  ",1,0,0,1928,"Class 2",1550000
"UPPER EAST SIDE (79-96)  ",1,0,0,1987,"Class 2",1550000
"UPPER EAST SIDE (79-96)  ",0,0,0,1969,"Class 2",1550000
"UPPER WEST SIDE (59-79)  ",0,0,0,1929,"Class 2",1550000
"UPPER WEST SIDE (79-96)  ",0,0,0,1931,"Class 2",1550000
"UPPER WEST SIDE (79-96)  ",0,0,0,1923,"Class 2",1550000
"UPPER WEST SIDE (79-96)  ",1,0,0,1985,"Class 2",1550000
"UPPER WEST SIDE (96-116) ",1,0,0,0,"Class 2",1550000
"GREENWICH VILLAGE-WEST   ",1,0,0,1920,"Class 2",1552831
"SOUTHBRIDGE              ",1,0,0,1900,"Class 2",1552831
"UPPER WEST SIDE (79-96)  ",1,0,0,0,"Class 2",1552831
"GRAMERCY                 ",1,0,0,2012,"Class 2",1553839
"GRAMERCY                 ",1,0,0,0,"Class 2",1554181
"UPPER WEST SIDE (96-116) ",1,0,0,0,"Class 2",1558322
"CHELSEA                  ",1,0,0,2008,"Class 2",1560000
"EAST VILLAGE             ",1,0,0,2012,"Class 2",1560000
"FLATIRON                 ",0,0,0,1911,"Class 2",1560000
"GRAMERCY                 ",0,0,0,1931,"Class 2",1560000
"GREENWICH VILLAGE-WEST   ",0,0,0,1961,"Class 2",1560000
"GREENWICH VILLAGE-WEST   ",0,0,0,1920,"Class 2",1560000
"KIPS BAY                 ",0,0,0,0,"Class 2",1560000
"SOHO                     ",0,0,0,1910,"Class 2",1560000
"UPPER EAST SIDE (59-79)  ",0,0,0,1928,"Class 2",1560000
"UPPER EAST SIDE (59-79)  ",1,0,0,1986,"Class 2",1560000
"UPPER EAST SIDE (59-79)  ",1,0,0,1985,"Class 2",1560000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",1560000
"UPPER WEST SIDE (59-79)  ",1,0,0,2005,"Class 2",1562000
"CHELSEA                  ",1,0,0,0,"Class 2",1565000
"CHELSEA                  ",1,0,0,1989,"Class 2",1565000
"CIVIC CENTER             ",1,0,0,2010,"Class 2",1565000
"FINANCIAL                ",1,0,0,1956,"Class 2",1565000
"GRAMERCY                 ",0,0,0,1962,"Class 2",1565000
"MIDTOWN EAST             ",1,0,0,1984,"Class 2",1565000
"UPPER EAST SIDE (59-79)  ",1,0,0,1990,"Class 2",1565000
"FLATIRON                 ",1,0,0,1913,"Class 2",1566000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",1568105
"CHELSEA                  ",1,0,0,2008,"Class 2",1570000
"EAST VILLAGE             ",1,0,0,1900,"Class 2",1570000
"FLATIRON                 ",1,0,0,2007,"Class 2",1570000
"HARLEM-CENTRAL           ",7,1508,4256,1910,"Class 2",1570000
"KIPS BAY                 ",0,0,0,1964,"Class 2",1570000
"UPPER EAST SIDE (59-79)  ",0,0,0,1957,"Class 2",1570000
"UPPER EAST SIDE (59-79)  ",0,0,0,0,"Class 2",1570000
"EAST VILLAGE             ",1,0,0,2012,"Class 2",1570105
"CHINATOWN                ",1,0,0,1991,"Class 4",1571404
"MANHATTAN VALLEY         ",1,0,0,2012,"Class 2",1572178
"SOHO                     ",0,0,0,1925,"Class 2",1572500
"CIVIC CENTER             ",1,0,0,1924,"Class 2",1573196
"UPPER EAST SIDE (79-96)  ",1,0,0,1927,"Class 2",1573196
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",1573956
"SOHO                     ",1,0,0,2008,"Class 2",1574235
"CHELSEA                  ",0,0,0,1930,"Class 2",1575000
"FINANCIAL                ",0,0,0,1926,"Class 2",1575000
"FINANCIAL                ",1,0,0,1987,"Class 2",1575000
"FLATIRON                 ",0,0,0,1955,"Class 2",1575000
"FLATIRON                 ",1,0,0,2007,"Class 2",1575000
"FLATIRON                 ",1,0,0,1900,"Class 2",1575000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1900,"Class 2",1575000
"LITTLE ITALY             ",0,0,0,1905,"Class 2",1575000
"MIDTOWN WEST             ",1,0,0,1968,"Class 2",1575000
"MIDTOWN WEST             ",1,0,0,2005,"Class 2",1575000
"SOHO                     ",1,0,0,2008,"Class 2",1575000
"SOUTHBRIDGE              ",0,0,0,1900,"Class 2",1575000
"TRIBECA                  ",1,0,0,2006,"Class 2",1575000
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",1575000
"UPPER EAST SIDE (59-79)  ",0,0,0,1986,"Class 2",1575000
"UPPER EAST SIDE (79-96)  ",0,0,0,1911,"Class 2",1575000
"UPPER EAST SIDE (79-96)  ",1,0,0,0,"Class 2",1575000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",1575000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",1575000
"UPPER WEST SIDE (96-116) ",1,0,0,1922,"Class 2",1575000
"GREENWICH VILLAGE-WEST   ",1,0,0,0,"Class 2",1578287
"GREENWICH VILLAGE-WEST   ",1,0,0,0,"Class 2",1578287
"UPPER EAST SIDE (59-79)  ",0,0,0,1957,"Class 2",1578287
"CIVIC CENTER             ",1,0,0,1924,"Class 2",1578288
"MIDTOWN EAST             ",0,0,0,1960,"Class 2",1579000
"UPPER EAST SIDE (79-96)  ",0,0,0,1983,"Class 2",1579184
"HARLEM-CENTRAL           ",2,3404,3476,1910,"Class 1",1580000
"LOWER EAST SIDE          ",1,0,0,1920,"Class 2",1580000
"MIDTOWN WEST             ",1,0,0,2006,"Class 2",1580000
"TRIBECA                  ",1,0,0,2005,"Class 2",1580000
"UPPER EAST SIDE (59-79)  ",0,0,0,1963,"Class 2",1580000
"FLATIRON                 ",0,0,0,1905,"Class 2",1581000
"UPPER EAST SIDE (59-79)  ",0,0,0,1963,"Class 2",1581000
"UPPER EAST SIDE (59-79)  ",1,0,0,1985,"Class 2",1583378
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",1583378
"GREENWICH VILLAGE-WEST   ",0,0,0,1961,"Class 2",1585000
"HARLEM-CENTRAL           ",1,0,0,2006,"Class 2",1585000
"HARLEM-CENTRAL           ",1,0,0,2006,"Class 2",1585000
"UPPER EAST SIDE (59-79)  ",0,0,0,1949,"Class 2",1585000
"UPPER EAST SIDE (59-79)  ",1,0,0,1963,"Class 2",1585000
"UPPER EAST SIDE (96-110) ",0,0,0,1923,"Class 2",1585000
"UPPER WEST SIDE (59-79)  ",0,0,0,1964,"Class 2",1585000
"FLATIRON                 ",1,0,0,0,"Class 2",1586300
"GRAMERCY                 ",1,0,0,2012,"Class 2",1588459
"CHELSEA                  ",1,0,0,2012,"Class 2",1588470
"UPPER EAST SIDE (59-79)  ",0,0,0,1960,"Class 2",1589000
"GRAMERCY                 ",1,0,0,2004,"Class 2",1590000
"GREENWICH VILLAGE-WEST   ",0,0,0,1911,"Class 2",1590000
"HARLEM-CENTRAL           ",4,863,5000,1910,"Class 2",1590000
"MIDTOWN WEST             ",1,0,0,0,"Class 2",1590000
"UPPER WEST SIDE (79-96)  ",1,0,0,1910,"Class 2",1590000
"UPPER WEST SIDE (59-79)  ",0,0,0,1962,"Class 2",1590750
"GRAMERCY                 ",1,0,0,2012,"Class 2",1592532
"UPPER WEST SIDE (96-116) ",0,0,0,1924,"Class 2",1592872
"CHELSEA                  ",0,0,0,0,"Class 2",1595000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1923,"Class 2",1595000
"GREENWICH VILLAGE-WEST   ",0,0,0,1929,"Class 2",1595000
"LOWER EAST SIDE          ",1,0,0,0,"Class 2",1595000
"MIDTOWN EAST             ",1,0,0,1984,"Class 2",1595000
"MIDTOWN EAST             ",1,0,0,1958,"Class 2",1595000
"UPPER EAST SIDE (59-79)  ",0,0,0,1959,"Class 2",1595000
"UPPER EAST SIDE (79-96)  ",0,0,0,1902,"Class 2",1595000
"UPPER EAST SIDE (96-110) ",1,0,0,2008,"Class 2",1595000
"UPPER EAST SIDE (96-110) ",1,0,0,1928,"Class 4",1596887
"LOWER EAST SIDE          ",1,0,0,2005,"Class 2",1599000
"MIDTOWN WEST             ",1,0,0,2004,"Class 2",1599000
"TRIBECA                  ",1,0,0,1915,"Class 2",1599000
"SOHO                     ",1,0,0,2008,"Class 2",1599454
"CHELSEA                  ",0,0,0,2003,"Class 2",1600000
"CLINTON                  ",1,0,0,2008,"Class 2",1600000
"CLINTON                  ",1,0,0,2008,"Class 2",1600000
"CLINTON                  ",1,0,0,2005,"Class 2",1600000
"EAST VILLAGE             ",1,0,0,1900,"Class 2",1600000
"FASHION                  ",0,0,0,1928,"Class 2",1600000
"FINANCIAL                ",1,0,0,1914,"Class 2",1600000
"FINANCIAL                ",1,0,0,1914,"Class 2",1600000
"FINANCIAL                ",1,0,0,2007,"Class 2",1600000
"FLATIRON                 ",1,0,0,2008,"Class 2",1600000
"FLATIRON                 ",1,0,0,0,"Class 2",1600000
"FLATIRON                 ",1,0,0,1913,"Class 2",1600000
"GRAMERCY                 ",1,0,0,1987,"Class 2",1600000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1960,"Class 2",1600000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1900,"Class 2",1600000
"GREENWICH VILLAGE-CENTRAL",1,0,0,1921,"Class 2",1600000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1954,"Class 2",1600000
"GREENWICH VILLAGE-WEST   ",1,0,0,1986,"Class 2",1600000
"HARLEM-CENTRAL           ",16,3330,5228,1910,"Class 2",1600000
"HARLEM-WEST              ",0,3938,0,0,"Class 4",1600000
"MANHATTAN VALLEY         ",1,0,0,2004,"Class 2",1600000
"MIDTOWN EAST             ",0,0,0,1969,"Class 2",1600000
"MIDTOWN EAST             ",0,0,0,1975,"Class 2",1600000
"MIDTOWN EAST             ",1,0,0,1984,"Class 2",1600000
"MIDTOWN WEST             ",1,0,0,0,"Class 2",1600000
"MURRAY HILL              ",1,0,0,0,"Class 2",1600000
"MURRAY HILL              ",0,0,0,1938,"Class 2",1600000
"MURRAY HILL              ",1,0,0,1920,"Class 4",1600000
"SOHO                     ",1,0,0,0,"Class 2",1600000
"TRIBECA                  ",1,0,0,0,"Class 2",1600000
"TRIBECA                  ",1,0,0,2006,"Class 2",1600000
"UPPER EAST SIDE (59-79)  ",0,0,0,1949,"Class 2",1600000
"UPPER EAST SIDE (59-79)  ",0,0,0,1963,"Class 2",1600000
"UPPER EAST SIDE (59-79)  ",1,0,0,2004,"Class 2",1600000
"UPPER EAST SIDE (59-79)  ",1,0,0,1986,"Class 2",1600000
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",1600000
"UPPER EAST SIDE (79-96)  ",0,0,0,1929,"Class 2",1600000
"UPPER EAST SIDE (79-96)  ",0,0,0,1961,"Class 2",1600000
"UPPER EAST SIDE (79-96)  ",1,0,0,0,"Class 2",1600000
"UPPER EAST SIDE (79-96)  ",1,0,0,1985,"Class 2",1600000
"UPPER WEST SIDE (59-79)  ",0,0,0,1917,"Class 2",1600000
"UPPER WEST SIDE (59-79)  ",0,0,0,1911,"Class 2",1600000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",1600000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",1600000
"UPPER WEST SIDE (59-79)  ",1,0,0,2008,"Class 2",1600000
"UPPER WEST SIDE (59-79)  ",0,0,0,1965,"Class 2",1600000
"UPPER WEST SIDE (79-96)  ",0,0,0,1901,"Class 2",1600000
"UPPER WEST SIDE (79-96)  ",1,0,0,1912,"Class 2",1600000
"UPPER WEST SIDE (96-116) ",0,0,0,1926,"Class 2",1600000
"CHELSEA                  ",0,0,0,1905,"Class 2",1601000
"FLATIRON                 ",0,0,0,1965,"Class 2",1601000
"MURRAY HILL              ",1,0,0,2006,"Class 2",1601000
"UPPER WEST SIDE (96-116) ",0,0,0,1900,"Class 2",1603000
"GRAMERCY                 ",1,0,0,0,"Class 2",1603743
"SOHO                     ",1,0,0,2008,"Class 2",1603743
"UPPER WEST SIDE (79-96)  ",1,0,0,1910,"Class 2",1603743
"UPPER EAST SIDE (79-96)  ",1,0,0,2007,"Class 2",1603750
"HARLEM-CENTRAL           ",1,0,0,2005,"Class 2",1604200
"SOUTHBRIDGE              ",1,0,0,1919,"Class 2",1605000
"UPPER WEST SIDE (96-116) ",1,0,0,1940,"Class 2",1609554
"CHELSEA                  ",1,0,0,0,"Class 2",1610000
"CLINTON                  ",1,0,0,2005,"Class 2",1610000
"HARLEM-UPPER             ",1,1799,3096,1926,"Class 4",1610000
"MIDTOWN EAST             ",0,0,0,1931,"Class 2",1610000
"UPPER EAST SIDE (59-79)  ",0,0,0,1959,"Class 2",1610000
"UPPER EAST SIDE (59-79)  ",1,0,0,1964,"Class 2",1610000
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",1610000
"UPPER EAST SIDE (79-96)  ",0,0,0,1958,"Class 2",1610000
"UPPER WEST SIDE (59-79)  ",0,0,0,1969,"Class 2",1610000
"WASHINGTON HEIGHTS LOWER ",0,0,0,1930,"Class 2",1610000
"FINANCIAL                ",1,0,0,1914,"Class 2",1612500
"UPPER WEST SIDE (96-116) ",0,0,0,1922,"Class 2",1612500
"MANHATTAN VALLEY         ",1,0,0,2012,"Class 2",1613926
"UPPER EAST SIDE (59-79)  ",1,0,0,1985,"Class 2",1613926
"UPPER WEST SIDE (79-96)  ",1,0,0,1986,"Class 2",1613926
"UPPER EAST SIDE (59-79)  ",0,0,0,1960,"Class 2",1614963
"CHELSEA                  ",1,0,0,2006,"Class 2",1615000
"CLINTON                  ",1,0,0,2005,"Class 2",1615000
"FLATIRON                 ",1,0,0,1913,"Class 2",1615000
"TRIBECA                  ",1,0,0,2006,"Class 2",1615000
"UPPER EAST SIDE (59-79)  ",1,0,0,1986,"Class 2",1615000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",1615000
"EAST VILLAGE             ",1,0,0,2012,"Class 2",1615926
"MIDTOWN WEST             ",1,0,0,2009,"Class 4",1616230
"CHELSEA                  ",1,0,0,2012,"Class 2",1616471
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",1617000
"CIVIC CENTER             ",1,0,0,1931,"Class 2",1618508
"CHELSEA                  ",1,0,0,2012,"Class 2",1619017
"MIDTOWN WEST             ",1,0,0,2006,"Class 2",1620000
"UPPER EAST SIDE (59-79)  ",0,0,0,1960,"Class 2",1620000
"EAST VILLAGE             ",1,0,0,2012,"Class 2",1621017
"CHELSEA                  ",1,0,0,2012,"Class 2",1624108
"FINANCIAL                ",1,0,0,1928,"Class 2",1625000
"FLATIRON                 ",0,0,0,1909,"Class 2",1625000
"FLATIRON                 ",1,0,0,1900,"Class 2",1625000
"GRAMERCY                 ",0,0,0,1930,"Class 2",1625000
"GREENWICH VILLAGE-WEST   ",1,0,0,0,"Class 2",1625000
"HARLEM-UPPER             ",7,2450,6000,1900,"Class 2",1625000
"KIPS BAY                 ",1,0,0,2007,"Class 2",1625000
"MIDTOWN WEST             ",1,0,0,2005,"Class 2",1625000
"MURRAY HILL              ",0,0,0,1916,"Class 2",1625000
"TRIBECA                  ",1,0,0,2006,"Class 2",1625000
"UPPER EAST SIDE (59-79)  ",0,0,0,1903,"Class 2",1625000
"UPPER EAST SIDE (59-79)  ",0,0,0,1963,"Class 2",1625000
"UPPER EAST SIDE (59-79)  ",1,0,0,1927,"Class 2",1625000
"UPPER EAST SIDE (59-79)  ",1,0,0,0,"Class 2",1625000
"UPPER EAST SIDE (59-79)  ",1,0,0,1984,"Class 2",1625000
"UPPER EAST SIDE (79-96)  ",0,0,0,1963,"Class 2",1625000
"UPPER EAST SIDE (79-96)  ",0,0,0,1987,"Class 2",1625000
"UPPER EAST SIDE (79-96)  ",0,0,0,1987,"Class 2",1625000
"UPPER EAST SIDE (79-96)  ",0,0,0,2007,"Class 2",1625000
"UPPER WEST SIDE (59-79)  ",1,0,0,1989,"Class 2",1625000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",1625000
"UPPER WEST SIDE (59-79)  ",0,0,0,0,"Class 2",1625000
"UPPER WEST SIDE (59-79)  ",0,0,0,1963,"Class 2",1625000
"UPPER WEST SIDE (79-96)  ",0,0,0,1923,"Class 2",1625000
"EAST VILLAGE             ",1,0,0,2012,"Class 2",1626108
"EAST VILLAGE             ",1,0,0,2012,"Class 2",1626108
"FLATIRON                 ",0,0,0,0,"Class 2",1627500
"GREENWICH VILLAGE-WEST   ",1,0,0,1920,"Class 2",1629200
"HARLEM-CENTRAL           ",1,1600,3840,1899,"Class 1",1629200
"UPPER EAST SIDE (59-79)  ",1,0,0,1951,"Class 2",1629200
"UPPER WEST SIDE (79-96)  ",1,0,0,1926,"Class 2",1629200
"UPPER WEST SIDE (79-96)  ",1,0,0,1926,"Class 2",1629200
"CHINATOWN                ",1,0,0,2007,"Class 2",1630000
"FINANCIAL                ",1,0,0,1914,"Class 2",1630000
"FINANCIAL                ",1,0,0,2007,"Class 2",1630000
"GREENWICH VILLAGE-CENTRAL",0,0,0,1900,"Class 2",1630000
"GREENWICH VILLAGE-CENTRAL",1,0,0,0,"Class 2",1630000
"MURRAY HILL              ",1,0,0,2008,"Class 2",1630000
"MURRAY HILL              ",1,0,0,0,"Class 2",1630000
"UPPER EAST SIDE (59-79)  ",0,0,0,1918,"Class 2",1630000
"UPPER EAST SIDE (79-96)  ",0,0,0,1922,"Class 2",1630000
"UPPER WEST SIDE (79-96)  ",0,0,0,1929,"Class 2",1630000
"UPPER WEST SIDE (96-116) ",1,0,0,1920,"Class 2",1630000
"GREENWICH VILLAGE-WEST   ",0,0,0,1900,"Class 2",1632000
"CHELSEA                  ",1,0,0,2006,"Class 2",1632500
"FINANCIAL                ",1,0,0,1987,"Class 2",1634473
"UPPER WEST SIDE (59-79)  ",0,0,0,1929,"Class 2",1635000
"MURRAY HILL              ",0,0,0,1941,"Class 2",1637187
"GREENWICH VILLAGE-CENTRAL",0,0,0,1900,"Class 2",1637500
"MIDTOWN EAST             ",0,0,0,1975,"Class 2",1637500
"UPPER WEST SIDE (59-79)  ",0,0,0,1974,"Class 2",1638000
"UPPER EAST SIDE (59-79)  ",0,0,0,1963,"Class 2",1639000
"GRAMERCY                 ",1,0,0,0,"Class 2",1639382
"FINANCIAL                ",1,0,0,1982,"Class 2",1640000
"GRAMERCY                 ",1,0,0,2004,"Class 2",1640000
"GREENWICH VILLAGE-WEST   ",0,0,0,1929,"Class 2",1640000
"UPPER WEST SIDE (59-79)  ",1,0,0,0,"Class 2",1640000
"UPPER WEST SIDE (79-96)  ",1,0,0,0,"Class 2",1640000
"UPPER WEST SIDE (79-96)  ",0,0,0,1986,"Class 2",1640000
"HARLEM-CENTRAL           ",1,0,0,1900,"Class 1",1641928
"UPPER EAST SIDE (79-96)  ",0,0,0,1929,"Class 2",1642500
"GRAMERCY                 ",1,0,0,2004,"Class 2",1649000
"UPPER EAST SIDE (59-79)  ",0,0,0,1958,"Class 2",1649000
"UPPER WEST SIDE (79-96)  ",0,0,0,1911,"Class 2",1649000
"CHELSEA                  ",1,0,0,2012,"Class 2",1649565
"ALPHABET CITY            ",1,0,0,0,"Class 2",1650000
"ALPHABET CITY            ",1,0,0,2006,"Class 2",1650000
"CHELSEA                  ",0,0,0,1938,"Class 2",1650000
"CHELSEA                  ",1,0,0,1920,"Class 2",1650000
"CHELSEA                  ",1,0,0,0,"Class 2",1650000
"EAST VILLAGE             ",0,0,0,1920,"Class 2",1650000
"EAST VILLAGE             ",0,0,0,1900,"Class 2",1650000
"FINANCIAL                ",1,0,0,1928,"Class 2",1650000
